,name,price,first_name,last_name,above_100
4850,Cindy Jackson,116.9406196,Cindy,Jackson,True
4851,Kristina Hogan,99.188991,Kristina,Hogan,False
4852,Kimberly Harris,156.3667941,Kimberly,Harris,True
4853,Melissa Le,281.1517371,Melissa,Le,True
4854,Scott Williams,297.9190465,Scott,Williams,True
4855,Thomas Thomas,262.0676977,Thomas,Thomas,True
4856,Dylan Hernandez,254.780715,Dylan,Hernandez,True
4857,Wendy Giles,127.3979528,Wendy,Giles,True
4858,John Vazquez,33.2126417,John,Vazquez,False
4859,Jessica Wilson,198.9510981,Jessica,Wilson,True
4860,Daniel Le,256.3616883,Daniel,Le,True
4861,John Torres,41.39498289,John,Torres,False
4862,James Hall,126.3019633,James,Hall,True
4863,Michele Jones,290.8146972,Michele,Jones,True
4864,Melissa Perez,87.34573823,Melissa,Perez,False
4865,Rachel Goodwin,243.209499,Rachel,Goodwin,True
4866,Kimberly Owens,233.2270628,Kimberly,Owens,True
4867,Omar Wilcox,89.1845712,Omar,Wilcox,False
4868,Tiffany Cannon,62.51442221,Tiffany,Cannon,False
4869,Matthew Snyder,236.3802426,Matthew,Snyder,True
4870,Morgan Malone,2.477439712,Morgan,Malone,False
4871,Ronald Mendez,261.9626586,Ronald,Mendez,True
4872,Brian Butler,112.7687731,Brian,Butler,True
4873,Rachel Rogers,51.44611646,Rachel,Rogers,False
4874,Kyle Murphy,206.797128,Kyle,Murphy,True
4875,John Adams,48.97508074,John,Adams,False
4876,Charles Walter,186.0999599,Charles,Walter,True
4877,Jessica Reid,210.7431031,Jessica,Reid,True
4878,Michelle Garcia,137.9256645,Michelle,Garcia,True
4879,Todd Brady,175.897456,Todd,Brady,True
4880,Carolyn Gomez,238.4859303,Carolyn,Gomez,True
4881,Matthew Bailey,63.08805582,Matthew,Bailey,False
4882,Matthew Davis,268.9752103,Matthew,Davis,True
4883,Tamara Smith,265.0371201,Tamara,Smith,True
4884,Jessica Whitaker,175.6567761,Jessica,Whitaker,True
4885,Lynn Kaufman,115.2979571,Lynn,Kaufman,True
4886,Kristin Edwards,211.5754007,Kristin,Edwards,True
4887,Eduardo Patrick,106.3690415,Eduardo,Patrick,True
4888,Matthew Duncan,295.4379083,Matthew,Duncan,True
4889,Marcia Ramos,265.6710722,Marcia,Ramos,True
4890,Jesse Chambers,171.1200321,Jesse,Chambers,True
4891,Paul Hill,182.0833205,Paul,Hill,True
4892,Kristen Kirk,125.5934315,Kristen,Kirk,True
4893,Gina Henderson,255.501087,Gina,Henderson,True
4894,Jesse Wright,122.4465186,Jesse,Wright,True
4895,Christina Gibbs,191.6803467,Christina,Gibbs,True
4896,Jacqueline Miller,127.7922285,Jacqueline,Miller,True
4897,Tracy Lopez,228.8716655,Tracy,Lopez,True
4898,Victoria Jones,27.69610846,Victoria,Jones,False
4899,Gabriel Rose,171.8601179,Gabriel,Rose,True
4900,Melanie Perry,80.12598845,Melanie,Perry,False
4901,Alison Valdez,298.9073462,Alison,Valdez,True
4902,Benjamin Coleman,266.783314,Benjamin,Coleman,True
4903,Alex Baker,287.0000288,Alex,Baker,True
4904,Peter Alexander,176.2909274,Peter,Alexander,True
4905,Katie Chang,1.783019817,Katie,Chang,False
4906,Victoria Stafford,88.31350124,Victoria,Stafford,False
4907,Tyler Lopez,22.31986493,Tyler,Lopez,False
4908,Heather Downs,299.877489,Heather,Downs,True
4909,Ruth Carrillo,160.3805194,Ruth,Carrillo,True
4910,Ronald Shaffer,268.0256152,Ronald,Shaffer,True
4911,Jacob Stephenson,32.66060701,Jacob,Stephenson,False
4912,Samantha Johnson,210.4675494,Samantha,Johnson,True
4913,Carlos Washington,91.08006463,Carlos,Washington,False
4914,Stephanie Burnett,288.4998907,Stephanie,Burnett,True
4915,Curtis Flynn,14.67965922,Curtis,Flynn,False
4916,Donna Hancock,209.0228644,Donna,Hancock,True
4917,Thomas Perez,257.7402496,Thomas,Perez,True
4918,Courtney Hudson,67.19182338,Courtney,Hudson,False
4919,Sheri Kline,134.5448284,Sheri,Kline,True
4920,Jeff Baker,114.3596912,Jeff,Baker,True
4921,Sylvia Sexton,47.3197378,Sylvia,Sexton,False
4922,David Jordan,157.1589914,David,Jordan,True
4923,Todd Ward,23.34203366,Todd,Ward,False
4924,William Powell,59.31805853,William,Powell,False
4925,Kenneth Martin,95.53949038,Kenneth,Martin,False
4926,Andrew Cox,11.08305501,Andrew,Cox,False
4927,Louis Blanchard,286.2335723,Louis,Blanchard,True
4928,Victoria Higgins,198.7231007,Victoria,Higgins,True
4929,Kaylee Berry,223.8689998,Kaylee,Berry,True
4930,Elizabeth Duncan,186.4520606,Elizabeth,Duncan,True
4931,Bryan Price,62.80149966,Bryan,Price,False
4932,Robert Johnson,58.5176062,Robert,Johnson,False
4933,Stephanie Molina,221.559314,Stephanie,Molina,True
4934,Justin Griffin,269.0507254,Justin,Griffin,True
4935,Jennifer Novak,119.6501969,Jennifer,Novak,True
4936,James Smith,264.7265039,James,Smith,True
4937,Lisa Meyers,36.24272506,Lisa,Meyers,False
4938,Gary Thompson,246.723622,Gary,Thompson,True
4939,Rachel Maxwell,16.23735266,Rachel,Maxwell,False
4940,Michael Warren,205.9732811,Michael,Warren,True
4941,Amanda Alexander,288.0402668,Amanda,Alexander,True
4942,Thomas Brown,94.86295432,Thomas,Brown,False
4943,Melissa Perez,8.902708367,Melissa,Perez,False
4944,Amy Johnson,113.435949,Amy,Johnson,True
4945,Devin Lewis,295.7543656,Devin,Lewis,True
4946,Jacob Hogan,293.0459997,Jacob,Hogan,True
4947,Zachary Russo,35.71760127,Zachary,Russo,False
4948,Shannon Thomas,43.06552432,Shannon,Thomas,False
4949,Joshua Perez,209.1347923,Joshua,Perez,True
4950,Joshua Jimenez,200.4773715,Joshua,Jimenez,True
4951,Teresa Harris,169.2551913,Teresa,Harris,True
4952,Courtney Morse,189.2723424,Courtney,Morse,True
4953,Jeffrey Murray,135.7651034,Jeffrey,Murray,True
4954,Kayla Mcintyre,18.02537214,Kayla,Mcintyre,False
4955,Marvin Williams,166.9344668,Marvin,Williams,True
4956,Robert Chang,231.5703751,Robert,Chang,True
4957,Briana Johnson,135.971903,Briana,Johnson,True
4958,Joe Bishop,172.8181144,Joe,Bishop,True
4959,Terri Herring,17.81086158,Terri,Herring,False
4960,Jean Young,61.48897998,Jean,Young,False
4961,Carla Jackson,270.2351529,Carla,Jackson,True
4962,Tara Chavez,205.7526123,Tara,Chavez,True
4963,Jeffrey Ware,259.1779558,Jeffrey,Ware,True
4964,Barry Randolph,131.5567898,Barry,Randolph,True
4965,Eric Hoffman,74.67573983,Eric,Hoffman,False
4966,Jacqueline Walters,50.60985771,Jacqueline,Walters,False
4967,William Miller,179.7676599,William,Miller,True
4968,Daniel Perez,184.4318222,Daniel,Perez,True
4969,Kimberly Larson,146.6887868,Kimberly,Larson,True
4970,Brian Finley,278.5043093,Brian,Finley,True
4971,Kristin Wagner,126.673503,Kristin,Wagner,True
4972,Kelly Hayden,10.42459329,Kelly,Hayden,False
4973,Jessica Dixon,212.7831191,Jessica,Dixon,True
4974,Kathleen Rodriguez,140.1703787,Kathleen,Rodriguez,True
4975,Tyler Johnson,109.7916951,Tyler,Johnson,True
4976,Nicholas Joseph,40.99606439,Nicholas,Joseph,False
4977,Wendy Grant,115.1206132,Wendy,Grant,True
4978,David Burton,32.03095178,David,Burton,False
4979,Luke Carpenter,164.2519861,Luke,Carpenter,True
4980,Jesse Johnson,224.9667902,Jesse,Johnson,True
4981,Marcus Sims,43.3758538,Marcus,Sims,False
4982,Katherine Daniels,264.4529598,Katherine,Daniels,True
4983,Cynthia Smith,119.4262479,Cynthia,Smith,True
4984,Angela Nichols,272.5458824,Angela,Nichols,True
4985,Mallory Jenkins,254.8148748,Mallory,Jenkins,True
4986,Nicole Shea,107.0120513,Nicole,Shea,True
4987,James Clark,17.53058053,James,Clark,False
4988,Brandon Valdez,250.5637583,Brandon,Valdez,True
4989,Anthony Mitchell,112.7168971,Anthony,Mitchell,True
4990,Stephanie Gutierrez,259.0366509,Stephanie,Gutierrez,True
4991,Charles Clarke,50.93032053,Charles,Clarke,False
4992,Alexander Hamilton,254.2803327,Alexander,Hamilton,True
4993,Jerry Daniels,204.2156985,Jerry,Daniels,True
4994,Casey Baker,296.9395793,Casey,Baker,True
4995,Shirley Nguyen,9.011665323,Shirley,Nguyen,False
4996,Jesse Brown,247.3282318,Jesse,Brown,True
4997,Valerie Owens,238.1037141,Valerie,Owens,True
4998,Alicia Sharp,243.622929,Alicia,Sharp,True
4999,Sherry Jensen,13.83951571,Sherry,Jensen,False
5000,William Garcia,258.1809089,William,Garcia,True
5001,Barbara Freeman,141.890534,Barbara,Freeman,True
5002,Rebecca Zimmerman,293.373272,Rebecca,Zimmerman,True
5003,Patricia Velasquez,249.9479246,Patricia,Velasquez,True
5004,Ronnie Clark,272.908659,Ronnie,Clark,True
5005,Timothy Rose,65.74326968,Timothy,Rose,False
5006,Joshua Ramirez,64.54997394,Joshua,Ramirez,False
5007,Joseph Dawson,111.0171384,Joseph,Dawson,True
5008,Robert Rios,87.31797988,Robert,Rios,False
5009,Karen Mitchell,277.2511543,Karen,Mitchell,True
5010,Patrick Greene,7.259436115,Patrick,Greene,False
5011,Matthew Nelson,295.3146887,Matthew,Nelson,True
5012,Melissa Smith,70.04282129,Melissa,Smith,False
5013,Amy Johnson,78.26892103,Amy,Johnson,False
5014,Edgar Ellis,208.6777041,Edgar,Ellis,True
5015,Olivia Rivera,104.8094951,Olivia,Rivera,True
5016,Kelly Leblanc,40.20849552,Kelly,Leblanc,False
5017,Jennifer Anderson,17.90633335,Jennifer,Anderson,False
5018,Tammy Clark,125.0672217,Tammy,Clark,True
5019,Jennifer Marquez,21.63604687,Jennifer,Marquez,False
5020,Cory Silva,36.24541189,Cory,Silva,False
5021,Mackenzie Moon,264.9268902,Mackenzie,Moon,True
5022,Larry Wade,126.3049676,Larry,Wade,True
5023,Diana Shaffer,37.50406255,Diana,Shaffer,False
5024,Stephen Smith,168.1895294,Stephen,Smith,True
5025,Kendra White,265.1085587,Kendra,White,True
5026,Lindsey Williamson,280.3953974,Lindsey,Williamson,True
5027,Wanda Hale,106.0997985,Wanda,Hale,True
5028,Jillian Davies,10.64366962,Jillian,Davies,False
5029,Douglas Thomas,119.0382607,Douglas,Thomas,True
5030,Jennifer Davis,153.0526538,Jennifer,Davis,True
5031,George Holmes,44.38614111,George,Holmes,False
5032,Marissa Webster,105.4378241,Marissa,Webster,True
5033,Anna Boyle,80.47552199,Anna,Boyle,False
5034,Paul Gillespie,174.6815735,Paul,Gillespie,True
5035,Autumn Johnston,132.780344,Autumn,Johnston,True
5036,Tracey Norton,118.0225331,Tracey,Norton,True
5037,Amy Flynn,128.6739798,Amy,Flynn,True
5038,Melissa Davis,72.58977535,Melissa,Davis,False
5039,Vincent Mitchell,78.43990466,Vincent,Mitchell,False
5040,Gregory Martin,144.6915752,Gregory,Martin,True
5041,Robert Coffey,117.3205633,Robert,Coffey,True
5042,Melissa Montgomery,101.4845534,Melissa,Montgomery,True
5043,Krystal Cunningham,296.536062,Krystal,Cunningham,True
5044,Scott Lee,163.4878508,Scott,Lee,True
5045,James Murray,28.59025756,James,Murray,False
5046,Hunter Stokes,3.582742282,Hunter,Stokes,False
5047,Jasmine Austin,33.90382995,Jasmine,Austin,False
5048,Grant Summers,51.78034157,Grant,Summers,False
5049,Sarah Spencer,271.6023676,Sarah,Spencer,True
5050,Brianna Lewis,192.617676,Brianna,Lewis,True
5051,Rhonda Martin,145.6455553,Rhonda,Martin,True
5052,Dennis Lawrence,161.3584294,Dennis,Lawrence,True
5053,Michael Stewart,245.4400987,Michael,Stewart,True
5054,William Wilkins,22.90555849,William,Wilkins,False
5055,Rebecca Jimenez,142.590737,Rebecca,Jimenez,True
5056,Kathleen Roman,15.10135967,Kathleen,Roman,False
5057,Billy Smith,22.53181535,Billy,Smith,False
5058,Nicole James,101.913846,Nicole,James,True
5059,Allison Holt,12.7990102,Allison,Holt,False
5060,Amanda Johnson,19.17461281,Amanda,Johnson,False
5061,Michael Spencer,171.890946,Michael,Spencer,True
5062,Brandi King,30.05366744,Brandi,King,False
5063,Alexander King,23.47063099,Alexander,King,False
5064,Nicole Sampson,207.6385148,Nicole,Sampson,True
5065,Savannah Bell,22.05563858,Savannah,Bell,False
5066,Jessica Harris,103.7031099,Jessica,Harris,True
5067,Lauren Gallagher,266.215602,Lauren,Gallagher,True
5068,Jack Townsend,93.27791862,Jack,Townsend,False
5069,Jamie Nguyen,228.9953328,Jamie,Nguyen,True
5070,Ann Price,266.323001,Ann,Price,True
5071,Michael Rodriguez,224.0452951,Michael,Rodriguez,True
5072,Heather Davidson,219.8337855,Heather,Davidson,True
5073,Marie Green,146.6406753,Marie,Green,True
5074,Lori Tapia,147.3422789,Lori,Tapia,True
5075,Kayla Alvarado,127.2410425,Kayla,Alvarado,True
5076,Susan Crosby,200.3652912,Susan,Crosby,True
5077,Nathan Harris,163.8731027,Nathan,Harris,True
5078,Michael Daniel,4.582288435,Michael,Daniel,False
5079,Ashley Jones,53.14943439,Ashley,Jones,False
5080,John Wright,91.35592502,John,Wright,False
5081,Melissa Jordan,294.2154133,Melissa,Jordan,True
5082,Carrie Jackson,232.6768105,Carrie,Jackson,True
5083,Rebecca Anderson,183.1702424,Rebecca,Anderson,True
5084,Paul Powell,105.1162169,Paul,Powell,True
5085,Shawn Baxter,81.03527984,Shawn,Baxter,False
5086,Sarah Wright,141.0101793,Sarah,Wright,True
5087,Kimberly Romero,235.624084,Kimberly,Romero,True
5088,Matthew Washington,186.5044837,Matthew,Washington,True
5089,Kirk Hayden,148.2501795,Kirk,Hayden,True
5090,Traci Kelley,41.56298339,Traci,Kelley,False
5091,Isabella Chen,129.6921072,Isabella,Chen,True
5092,Melanie Salazar,292.8461055,Melanie,Salazar,True
5093,Stephanie Lewis,76.43122945,Stephanie,Lewis,False
5094,Christopher Hensley,249.1556558,Christopher,Hensley,True
5095,Terry Vincent,242.9859001,Terry,Vincent,True
5096,Jason Alvarado,95.92027624,Jason,Alvarado,False
5097,Michelle Evans,257.2373034,Michelle,Evans,True
5098,Dennis Benitez,87.11980487,Dennis,Benitez,False
5099,Troy Garcia,181.4054634,Troy,Garcia,True
5100,Albert Davila,113.2109822,Albert,Davila,True
5101,Candice Rivera,42.88132073,Candice,Rivera,False
5102,Cole Edwards,244.0779245,Cole,Edwards,True
5103,Danielle Johnson,31.63041433,Danielle,Johnson,False
5104,Justin Ramirez,146.3464935,Justin,Ramirez,True
5105,Elizabeth Griffith,205.7783782,Elizabeth,Griffith,True
5106,Kristin Clay,260.3474682,Kristin,Clay,True
5107,Joseph White,65.20753493,Joseph,White,False
5108,Marissa Holmes,59.40240228,Marissa,Holmes,False
5109,Michelle Hamilton,91.62237167,Michelle,Hamilton,False
5110,Christopher Alvarez,126.025264,Christopher,Alvarez,True
5111,Craig Hogan,136.7126938,Craig,Hogan,True
5113,Melissa Castillo,281.1608076,Melissa,Castillo,True
5114,Maria Williams,10.21292614,Maria,Williams,False
5115,Vanessa Thomas,20.58084145,Vanessa,Thomas,False
5116,Gary Obrien,53.39582051,Gary,Obrien,False
5117,Melissa Holt,252.2818438,Melissa,Holt,True
5118,Eric Valenzuela,176.52775,Eric,Valenzuela,True
5119,Anthony Hardy,4.902725495,Anthony,Hardy,False
5120,Karen Johnson,49.41029242,Karen,Johnson,False
5121,Richard Hunt,249.7511997,Richard,Hunt,True
5122,Karen Robertson,1.710967532,Karen,Robertson,False
5123,Adam Jones,56.93252133,Adam,Jones,False
5124,Jonathan Fuller,14.71921636,Jonathan,Fuller,False
5125,Jason Harris,151.4305855,Jason,Harris,True
5126,Danielle Hill,179.8454001,Danielle,Hill,True
5127,Seth Freeman,224.5526336,Seth,Freeman,True
5129,Joseph Davis,97.09676869,Joseph,Davis,False
5130,Sonya Reyes,209.9855308,Sonya,Reyes,True
5131,Michael Castro,243.1786308,Michael,Castro,True
5132,Jonathan Collins,101.4620676,Jonathan,Collins,True
5133,Eric Hayes,279.9732949,Eric,Hayes,True
5134,Eric Moore,77.4205876,Eric,Moore,False
5135,Veronica Estes,270.8232516,Veronica,Estes,True
5136,Timothy Aguilar,133.1135532,Timothy,Aguilar,True
5137,Taylor Hunt,138.2042127,Taylor,Hunt,True
5138,Michael Clarke,128.9532357,Michael,Clarke,True
5139,Cheryl Morse,275.7612746,Cheryl,Morse,True
5140,Jose Page,184.058919,Jose,Page,True
5141,Matthew Kramer,265.3917788,Matthew,Kramer,True
5142,Regina Barrera,185.2134145,Regina,Barrera,True
5143,Sean George,53.76304189,Sean,George,False
5144,Cody Hernandez,180.9265991,Cody,Hernandez,True
5145,Hunter Smith,175.2181525,Hunter,Smith,True
5146,Andrea Burke,256.3026305,Andrea,Burke,True
5147,Elizabeth Patterson,290.1129725,Elizabeth,Patterson,True
5148,Austin Rhodes,158.1182472,Austin,Rhodes,True
5149,Maurice Thompson,224.1265422,Maurice,Thompson,True
5150,Richard Martinez,86.96423972,Richard,Martinez,False
5151,Brian Hernandez,42.67025555,Brian,Hernandez,False
5152,Samantha Shields,149.8952175,Samantha,Shields,True
5153,Joseph Walker,282.0494042,Joseph,Walker,True
5154,Tracy Hernandez,215.0596081,Tracy,Hernandez,True
5155,Vicki Fox,41.51250582,Vicki,Fox,False
5156,Louis Campos,277.9062585,Louis,Campos,True
5157,Justin Scott,208.0660064,Justin,Scott,True
5158,Megan Vaughn,289.9564106,Megan,Vaughn,True
5159,Mary Hughes,15.21373926,Mary,Hughes,False
5160,Anita Fleming,58.24742383,Anita,Fleming,False
5161,Alyssa Melendez,273.6593194,Alyssa,Melendez,True
5162,Joshua Foster,253.4093833,Joshua,Foster,True
5163,Lisa Smith,203.9611381,Lisa,Smith,True
5164,Kathy Lee,265.446304,Kathy,Lee,True
5165,Bethany Park,233.6891667,Bethany,Park,True
5166,Joshua Butler,239.8213879,Joshua,Butler,True
5167,Danielle Potter,204.5385362,Danielle,Potter,True
5168,Kenneth Robinson,152.7840745,Kenneth,Robinson,True
5169,Eric Pineda,111.0479315,Eric,Pineda,True
5170,James Dorsey,68.90463624,James,Dorsey,False
5171,Michael Miller,129.6049475,Michael,Miller,True
5172,Danielle Martinez,45.94938674,Danielle,Martinez,False
5173,Gary Young,212.2982372,Gary,Young,True
5174,Lisa Decker,275.7158848,Lisa,Decker,True
5175,Kayla Randolph,232.8220215,Kayla,Randolph,True
5176,Peggy Thompson,124.4664752,Peggy,Thompson,True
5177,Alex Cooper,170.205336,Alex,Cooper,True
5178,Joanne Wilson,229.6136723,Joanne,Wilson,True
5179,Maria Adams,141.7128665,Maria,Adams,True
5180,Julie Horton,276.5816247,Julie,Horton,True
5181,Jeffrey Galvan,210.5061915,Jeffrey,Galvan,True
5182,Christopher Johnson,268.63027,Christopher,Johnson,True
5183,Jennifer Arias,59.59468056,Jennifer,Arias,False
5184,Jocelyn Bell,84.95454821,Jocelyn,Bell,False
5185,Eric Brown,133.4007225,Eric,Brown,True
5186,Devon Wright,29.21576875,Devon,Wright,False
5187,Rodney Robles,158.9838923,Rodney,Robles,True
5188,Kara Austin,271.4672561,Kara,Austin,True
5189,Jeffrey Tanner,203.7433126,Jeffrey,Tanner,True
5190,Shaun Nunez,153.1987664,Shaun,Nunez,True
5191,Daniel Mccall,143.271503,Daniel,Mccall,True
5192,Frank Owen,233.2015374,Frank,Owen,True
5193,Beth Johnson,128.7923576,Beth,Johnson,True
5194,Joshua Clark,190.9113668,Joshua,Clark,True
5195,Gary Jones,52.3166247,Gary,Jones,False
5196,Nancy Brown,115.9584052,Nancy,Brown,True
5197,Megan Roach,18.68239346,Megan,Roach,False
5198,Lucas Ross,221.1269463,Lucas,Ross,True
5199,Jerry Tucker,29.95199198,Jerry,Tucker,False
5201,Timothy Robles,76.08225475,Timothy,Robles,False
5202,Christopher Goodwin,78.12233209,Christopher,Goodwin,False
5203,Philip Wilson,22.8431316,Philip,Wilson,False
5204,Carrie Davis,295.0481315,Carrie,Davis,True
5205,Michael Daniel,229.951577,Michael,Daniel,True
5206,Bryan Valenzuela,236.1493796,Bryan,Valenzuela,True
5207,Robin Garner,79.14737521,Robin,Garner,False
5208,Angel Thompson,284.7302014,Angel,Thompson,True
5209,Christopher Morgan,216.0131402,Christopher,Morgan,True
5210,Brittany Walker,163.1107737,Brittany,Walker,True
5211,Shelby Mann,110.9021852,Shelby,Mann,True
5212,Jodi Wells,44.01734436,Jodi,Wells,False
5213,Terri Gibson,92.36081224,Terri,Gibson,False
5214,Vanessa Hernandez,105.2534499,Vanessa,Hernandez,True
5215,Maria Russell,114.1452708,Maria,Russell,True
5216,Stacy Moses,126.6504703,Stacy,Moses,True
5217,Amanda Schneider,288.471694,Amanda,Schneider,True
5218,Catherine Lopez,182.0171244,Catherine,Lopez,True
5219,Amanda White,12.31889758,Amanda,White,False
5220,Karina Spencer,128.1490023,Karina,Spencer,True
5221,Deborah Warren,139.7675022,Deborah,Warren,True
5222,Erica Dixon,168.6031566,Erica,Dixon,True
5223,Barbara Gray,140.7466665,Barbara,Gray,True
5225,Deanna Watson,264.5411986,Deanna,Watson,True
5226,Michael Cox,136.7864833,Michael,Cox,True
5227,Amy Myers,92.16016851,Amy,Myers,False
5228,Patrick Hunter,170.4134515,Patrick,Hunter,True
5229,Marvin Murphy,212.4152504,Marvin,Murphy,True
5230,Janice Graves,223.7037682,Janice,Graves,True
5231,Brooke Pierce,171.9383085,Brooke,Pierce,True
5232,Adam Wells,280.2602417,Adam,Wells,True
5233,Amanda Atkins,283.4268495,Amanda,Atkins,True
5234,Gary Ruiz,132.504823,Gary,Ruiz,True
5235,Tina Wallace,72.91326395,Tina,Wallace,False
5236,Casey Oconnell,16.79606077,Casey,Oconnell,False
5237,Nancy Mendoza,281.3890295,Nancy,Mendoza,True
5238,Luis Nguyen,34.19827441,Luis,Nguyen,False
5239,William Graves,111.5016422,William,Graves,True
5240,Sean Brennan,269.2286668,Sean,Brennan,True
5241,Matthew Sellers,53.50349547,Matthew,Sellers,False
5242,Dorothy Bradley,199.459603,Dorothy,Bradley,True
5243,Haley Flores,252.2914062,Haley,Flores,True
5244,Melissa Johnson,32.70467677,Melissa,Johnson,False
5245,Samuel Tran,199.8864146,Samuel,Tran,True
5246,Amanda Patterson,49.03325819,Amanda,Patterson,False
5247,Albert Roach,183.3743011,Albert,Roach,True
5248,Jamie Huffman,36.83993962,Jamie,Huffman,False
5249,James Hamilton,265.6302103,James,Hamilton,True
5250,Joseph Bird,18.06044758,Joseph,Bird,False
5251,Sarah Contreras,141.4141417,Sarah,Contreras,True
5252,Joshua House,65.77031576,Joshua,House,False
5253,Tamara Molina,255.2535664,Tamara,Molina,True
5254,Max Maxwell,240.0443014,Max,Maxwell,True
5255,Jason Daniels,269.6365982,Jason,Daniels,True
5256,Jordan Coleman,250.0974184,Jordan,Coleman,True
5257,Jasmine Jones,33.93281405,Jasmine,Jones,False
5258,Jessica Garcia,231.8803086,Jessica,Garcia,True
5259,Aaron George,138.812708,Aaron,George,True
5260,Chelsey Anderson,41.35053236,Chelsey,Anderson,False
5261,Rebecca Perez,146.2313884,Rebecca,Perez,True
5262,Duane Thompson,75.06433497,Duane,Thompson,False
5263,Curtis Clayton,138.0563371,Curtis,Clayton,True
5264,George Gonzalez,221.5737986,George,Gonzalez,True
5265,Casey Ford,94.18806784,Casey,Ford,False
5266,Margaret Johnston,61.24599434,Margaret,Johnston,False
5267,Eric Mcclure,238.8775355,Eric,Mcclure,True
5268,Nathan Taylor,4.820334075,Nathan,Taylor,False
5269,Kayla Parker,222.3600766,Kayla,Parker,True
5270,Doris Obrien,206.9493221,Doris,Obrien,True
5271,Brooke Taylor,34.74615015,Brooke,Taylor,False
5272,Kathryn Garrett,266.1885038,Kathryn,Garrett,True
5273,John Cruz,205.1406652,John,Cruz,True
5274,Christina Cannon,98.5941474,Christina,Cannon,False
5275,Susan Lewis,269.3323662,Susan,Lewis,True
5276,Pamela Sanchez,193.7780783,Pamela,Sanchez,True
5277,Stacey Wiley,200.3904296,Stacey,Wiley,True
5278,Melissa Johnson,201.4509484,Melissa,Johnson,True
5279,Lori Morris,38.0476094,Lori,Morris,False
5280,Daniel Soto,225.1621402,Daniel,Soto,True
5281,Karl Davis,92.08925112,Karl,Davis,False
5282,Lisa Graves,122.8564118,Lisa,Graves,True
5283,Eric Ray,178.344085,Eric,Ray,True
5284,Mark Garcia,229.2470277,Mark,Garcia,True
5285,Allison Alvarez,275.3024614,Allison,Alvarez,True
5286,Rachel Williams,44.81715456,Rachel,Williams,False
5287,Linda Mitchell,47.44468727,Linda,Mitchell,False
5288,David Shelton,158.7084813,David,Shelton,True
5289,Vanessa Long,121.744973,Vanessa,Long,True
5290,Misty Martin,176.9310069,Misty,Martin,True
5291,Daniel Gregory,132.8910493,Daniel,Gregory,True
5292,Mitchell Jones,253.9716803,Mitchell,Jones,True
5293,Dawn Scott,246.036131,Dawn,Scott,True
5294,Emily Horn,287.4666523,Emily,Horn,True
5295,Catherine George,14.61491995,Catherine,George,False
5296,Hunter Carlson,218.0977601,Hunter,Carlson,True
5297,Thomas Baldwin,275.4145594,Thomas,Baldwin,True
5298,Amy Sellers,91.87350268,Amy,Sellers,False
5299,Alicia Clark,241.5859155,Alicia,Clark,True
5300,Sara Lewis,158.863849,Sara,Lewis,True
5301,Ashley Lopez,77.89293291,Ashley,Lopez,False
5302,Terry Alvarado,161.9498178,Terry,Alvarado,True
5303,Danielle Sandoval,83.13645641,Danielle,Sandoval,False
5304,Jesse Jones,214.8029616,Jesse,Jones,True
5305,Lisa Hess,133.2037916,Lisa,Hess,True
5306,Christina Mason,284.4863867,Christina,Mason,True
5307,Mary Bell,32.08889594,Mary,Bell,False
5308,Martin Ramirez,1.10921244,Martin,Ramirez,False
5309,Stacy Smith,161.8260635,Stacy,Smith,True
5310,Carla Rodriguez,113.1454481,Carla,Rodriguez,True
5311,Johnny Stout,134.002236,Johnny,Stout,True
5312,Jennifer Rodriguez,256.0154481,Jennifer,Rodriguez,True
5313,Michelle Thompson,196.6754605,Michelle,Thompson,True
5314,Lisa Lyons,148.9559785,Lisa,Lyons,True
5315,Michael Coleman,262.2090763,Michael,Coleman,True
5316,Lindsey Williams,99.95620763,Lindsey,Williams,False
5317,Karen Hoffman,186.1046153,Karen,Hoffman,True
5318,Jenny Jones,189.5577104,Jenny,Jones,True
5319,Steven Knight,282.995761,Steven,Knight,True
5320,Michael Franklin,116.8742571,Michael,Franklin,True
5321,Mason Ross,235.5549236,Mason,Ross,True
5322,Terry Levine,151.5220714,Terry,Levine,True
5323,Catherine Fletcher,36.59268024,Catherine,Fletcher,False
5324,Deanna Jones,196.9406069,Deanna,Jones,True
5325,Christopher Mitchell,22.42047146,Christopher,Mitchell,False
5326,John Owens,191.4434257,John,Owens,True
5327,Stephanie Davis,287.1991494,Stephanie,Davis,True
5328,Joseph Ford,264.9354841,Joseph,Ford,True
5329,Matthew Russell,141.2492947,Matthew,Russell,True
5330,Danielle Burke,75.90363417,Danielle,Burke,False
5331,Stephanie Cunningham,220.9939809,Stephanie,Cunningham,True
5332,Brian Proctor,263.6358197,Brian,Proctor,True
5333,Michael Swanson,291.5713603,Michael,Swanson,True
5334,Daniel Santos,49.26348169,Daniel,Santos,False
5335,April Hoffman,203.4855796,April,Hoffman,True
5336,Stephanie Thomas,249.666722,Stephanie,Thomas,True
5337,Brianna Garcia,183.3322335,Brianna,Garcia,True
5338,Shannon Berger,125.2597844,Shannon,Berger,True
5339,Kathleen Mays,238.1656066,Kathleen,Mays,True
5340,Michelle Park,150.4001203,Michelle,Park,True
5341,Laura Reynolds,20.08924577,Laura,Reynolds,False
